,mzmed,rtmed,12hpi_Cf_1,12hpi_Cf_2,12hpi_Cf_3,1dpi_Cf_1,1dpi_Cf_2,1dpi_Cf_3,2dpi_Cf_1,2dpi_Cf_2,2dpi_Cf_3,12hpi_Chitin_1,12hpi_Chitin_2,12hpi_Chitin_3,1dpi_Chitin_1,1dpi_Chitin_2,1dpi_Chitin_3,2dpi_Chitin_1,2dpi_Chitin_2,2dpi_Chitin_3,12hpi_Flg22_1,12hpi_Flg22_2,12hpi_Flg22_3,1dpi_Flg22_1,1dpi_Flg22_2,1dpi_Flg22_3,2dpi_Flg22_1,2dpi_Flg22_2,2dpi_Flg22_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,2hpi_Mock_1.1,2hpi_Mock_2.1,2hpi_Mock_3.1,1dpi_Mock_1.1,1dpi_Mock_2.1,1dpi_Mock_3.1,2dpi_Mock_1.1,2dpi_Mock_2.1,2dpi_Mock_3.1,12hpi_Mz_1,12hpi_Mz_2,12hpi_Mz_3,1dpi_Mz_1,1dpi_Mz_2,1dpi_Mz_3,2dpi_Mz_1,2dpi_Mz_2,2dpi_Mz_3,12hpi_Pb_1,12hpi_Pb_2,12hpi_Pb_3,1dpi_Pb_1_,1dpi_Pb_2_,1dpi_Pb_3_,2dpi_Pb_1_,2dpi_Pb_2_,2dpi_Pb_3_,12hpi_Sc_1,12hpi_Sc_2,12hpi_Sc_3,1dpi_Sc_1,1dpi_Sc_2,1dpi_Sc_3,2dpi_Sc_1,2dpi_Sc_2,2dpi_Sc_3,12hpi_XeWT_1,12hpi_XeWT_2,12hpi_XeWT_3,1dpi_XeWT_1,1dpi_XeWT_2,1dpi_XeWT_3,2dpi_XeWT_1,2dpi_XeWT_2,2dpi_XeWT_3
M692T1716,691.8671416,1716.3807969999998,79130.08591000001,69960.9203,85101.85652999999,101161.9144,41606.982130000004,34185.62578,71408.56569,51125.08399,57864.12105,32295.6535,60464.00244,44001.4644,73289.7564,5630.471838,21664.33826,87009.99751,34549.146010000004,61223.13344,1698.785784,49337.4519,47798.0458,37530.7898,22187.10904,15884.86931,48796.725589999995,28218.243489999997,37101.97947,69225.97585,819.1767369,35509.44427,0.0,47472.548780000005,55520.64747,74171.72827,65418.16956,41918.1303,22250.34253,17917.13884,21681.7791,9260.304058,2188.022543,5036.99716,20476.05457,8705.434114,15308.18962,39821.34696,13645.607559999999,36309.3484,33266.75991,49603.52785,38656.51585,20279.50219,72935.03815,35749.49524,44307.84048,4684.438039,6132.20846,35233.76426,10200.68801,48701.7791,4459.447228,26800.40862,17738.30036,12237.289490000001,13235.19615,49113.72533,2195.707615,17908.84198,11223.72124,14796.334690000002,11817.08689,20460.42995,44741.47905,64584.42416,18871.685380000003,15836.440540000001,17639.87719,10099.75359,13848.154190000001,12567.03666,6042.600722
M692T1773,691.8700762,1773.024704,68227.04025,64421.24067000001,85117.82552,126513.8223,39007.7785,26501.3609,55792.36671,41999.85117,52155.54665,14019.07558,35593.96852,23182.33236,47778.44711,1974.2235719999999,9875.985833,74952.40972000001,21511.04801,39996.92822,0.0,22908.31905,26192.55901,20115.46026,10509.125890000001,6918.211439,27262.76705,14126.39975,19471.23888,51948.09685,0.0,17205.544840000002,0.0,28866.25038,29685.20803,55147.871589999995,40653.822210000006,23450.52217,15077.091580000002,9754.123305,10724.01023,5829.876156,171.21204939999998,1452.0553439999999,12761.0712,2905.2788010000004,9138.90572,17926.041830000002,8632.571442,17117.70177,12577.20176,20659.658330000002,15797.99461,8170.180327,46914.6105,18238.594230000002,24085.99055,2109.2046960000002,2470.059056,17130.76438,5745.598155,23554.754,3174.613432,13440.04561,6454.059004,6272.779003000001,4168.059651,19838.76123,1556.1611189999999,4128.319775,3716.8050659999994,5667.152545,3037.7833739999996,12115.11075,11362.94929,46490.7374,12497.14838,5294.30765,9252.202569,5231.4256399999995,5563.6223979999995,5732.446301,2441.272497
M693T1718,692.8693714999999,1717.697578,136508.7682,121522.7581,135400.4274,146576.5629,85799.11796,77770.52337000001,120178.26699999999,90432.99324,94512.58188,64017.446710000004,106682.7259,81944.73572000001,114527.7518,10970.4683,42623.00808,122683.5839,66037.6201,85113.22718,3191.381186,88759.73834,88301.35377999999,80615.55868,46878.883160000005,36482.41468,91896.12589,61051.37048,70660.70401,125213.8808,215.5390594,69752.16836,0.0,89392.18377999999,94917.55679,116768.8285,102128.0165,83414.48018,44124.72999,45568.606139999996,50272.49958,18480.43695,4448.319846,10493.85989,38593.98497,19007.8518,26813.433559999998,75886.57565,29502.610539999998,73650.80569,68367.82194,88888.19925,67139.56307,45735.02958,93487.18497999999,72655.50346,88567.79576000001,10651.48213,15682.46089,68682.15,24284.62238,88036.5161,10084.166459999999,59959.40497999999,40148.001000000004,26009.604,27696.019819999998,97313.80455,2789.630797,39839.6159,20689.520109999998,31189.45757,26622.029280000002,35793.89955,75442.16367000001,111121.8738,44481.644239999994,37369.98562,41575.789919999996,23331.06215,29250.082619999997,22160.04864,11024.48646
M693T649,693.3477751,648.9963285,613555.2784,870475.553,1112057.78,972156.6258,729408.0399,1043333.48,951151.4215,435055.0409,1048550.709,37960.126580000004,301657.7457,22894.893490000002,33327.1717,236922.3266,18093.54186,46555.0249,269162.3431,20312.839340000002,19349.82443,38084.91647,35577.8033,13354.5996,21323.84711,61896.233089999994,301688.7253,270617.2455,566858.2455,27955.213069999998,23081.75961,182284.2333,13279.17676,161969.7796,233553.8349,579268.4863,444130.7922,1113308.127,63645.950979999994,19436.21963,1317001.011,18463.37828,36804.58045,692676.5759,559859.1609,291427.6345,1172503.66,28246.78796,12388.83137,38752.79378,35699.38914,29226.544060000004,50854.886119999996,859798.6109999999,184444.1576,236963.5335,18155.78354,19165.58912,32598.611419999997,13316.18992,9973.607,17264.32456,56947.669839999995,551421.038,241430.608,34925.367510000004,43312.53063,41391.32952,6930.957209,26562.95902,26095.73926,119992.7288,172138.0292,326581.0716,79032.66022,139569.5158,116293.2516,15175.6827,88147.43705,13621.32984,130837.4572,64194.8683,123295.163
M694T2244,694.4055092,2243.517736,104440.475,303926.5652,259147.4888,369809.5678,355795.7449,237895.3175,99710.69554,182278.3799,107603.3472,129832.7611,52229.5191,81883.90411,102227.8641,119564.531,107850.5116,87262.95411,44620.62682,106716.4602,41179.87584,48116.453760000004,32493.02164,20673.901469999997,98604.32677999999,83433.38233,22675.417709999998,57372.81099,24485.79639,27910.853989999996,92924.15036,75217.55521,0.0,87839.08524,49979.02719,29360.4167,83785.27142,43343.146069999995,117154.46800000001,69091.03727999999,49204.45259,160321.356,110503.8634,50343.898610000004,139883.5609,88665.00253,44747.50344,77174.1575,216828.64,231992.2122,166185.3568,242565.4932,243081.8609,103950.0572,216843.2475,155825.865,84984.66782999999,98243.24049,140699.4018,109623.1964,152352.3132,172859.3632,52907.527369999996,102088.3692,102911.811,96039.01597000001,40725.57518,34201.1254,147042.6351,63083.545679999996,120621.1196,51333.30461,27433.90535,41471.31932,247551.01,268900.3264,166714.2311,81999.8045,164499.5725,125291.3173,167468.1166,70409.70697,88208.80086
M694T649,694.351582,649.157438,298112.4186,367467.3752,509590.0097,444196.3602,342494.1044,463009.7798,444643.5771,182001.185,490670.6276,22189.4587,143210.7076,13343.75209,20487.09469,105936.8638,11772.2012,27940.90917,129059.2688,12289.37753,10879.037190000001,20774.85988,20776.31845,9677.402709,14992.66671,32410.611060000003,152174.8871,174785.7729,267661.5331,18406.54196,13099.280420000001,56204.835470000005,7605.700742,69246.93891,86146.26372999999,281214.1233,208959.6429,515514.4782,30495.735539999998,12022.1168,587291.2783,9551.696144,19058.843109999998,331685.6466,270148.7093,144131.4036,552716.934,17964.31962,5634.865163,21192.595380000002,20833.97341,17876.7894,28727.375910000002,400783.2414,88687.65182,117602.0726,11030.63655,10267.25836,18179.36629,7902.9693290000005,5411.372158,12033.598759999999,30171.972760000004,248635.6811,118542.7319,18136.23096,21943.78227,23867.03271,3732.7717700000003,15362.75051,16747.15276,43707.73713,92426.83592,163769.1428,15963.21729,24634.90475,30645.662760000003,8565.299657,15545.6418,7779.338866,41297.637039999994,32954.55433,46389.48579
M699T2244,699.3664980000001,2244.449907,116689.3251,266833.624,228032.9982,318665.0666,332524.4912,210654.7233,86975.06738,165679.6071,103243.9969,126202.9433,52883.503469999996,85947.18007,94178.22436000001,124478.561,123605.281,80159.22542,71875.01016,114145.1591,80726.8921,51638.03347,46185.179019999996,51884.56447,99103.766,119027.1967,54834.594189999996,87524.19581,34545.30622,47753.89953,404448.2601,85050.07995,0.0,101099.9286,59962.92544,27053.648119999998,79279.31652000001,42086.23179,113220.5978,64159.03732,57528.736710000005,173512.5119,98337.00087999999,69140.57784,126629.2432,80909.83854,45210.45415,79226.54652,237038.4921,241903.889,170781.5319,224103.6597,238623.0472,100770.0051,206225.2271,144589.8371,97906.00106000001,151825.9267,153366.5568,120372.1385,228049.5575,174739.3035,349639.4803,118902.4925,117356.4762,96545.4719,43672.15429,35366.75615,158103.9927,65120.3629,119685.7376,58981.034470000006,38027.82874,44211.56192,233363.3571,262841.766,171983.0124,132651.2344,154092.4646,179119.4017,151808.6538,60465.465789999995,78029.62891
M700T2243,700.3757717999999,2243.182601,58626.59831,134809.5965,125570.4168,177877.5626,205059.4321,211178.3548,40017.69837,77762.83979,54551.44526,62453.037370000005,29160.991019999998,44819.48538,53326.814739999994,75589.97168999999,67624.3316,42386.28832,43456.662939999995,53787.777279999995,54768.610660000006,26735.393219999998,35342.04358,45474.142960000005,54693.861679999995,68936.2165,34068.13897,48670.69455,23986.58126,30479.93775,110182.4616,41713.790839999994,0.0,58911.31954,31743.95075,21504.27697,42029.154460000005,31935.80755,52900.24467,42298.31227,41874.91774,94014.08761,61884.59936,97014.86066,57630.06712000001,81399.09552999999,26829.162480000003,44060.1196,111536.6848,116820.9376,83679.84714,108974.6056,115275.3033,55119.78085,100325.2955,74074.93787000001,56666.79217000001,71318.2541,76702.14035,60397.66042000001,112386.9197,79513.33013999999,167134.805,59655.444370000005,64185.3791,49094.77604,20832.378569999997,19077.37178,66941.13751,31223.00739,57945.26316,26931.646889999996,18087.66277,22498.38393,145243.7624,131773.011,94674.66775,78333.7676,88732.29336,110853.0179,74724.61658,43671.8594,83693.70245
M701T1017,701.2525803,1016.5832529999999,17904.80171,16923.35856,24709.57633,121059.2523,124195.6813,179519.9801,299009.8651,139721.6874,180441.6563,11834.2242,11180.457890000001,10182.49611,20726.6515,25975.1528,24117.94214,38569.21978,135055.7429,39396.87878,13724.389930000001,10492.797129999999,13361.939209999999,30488.081680000003,18199.955469999997,20725.67387,17381.44338,18247.0521,14642.618030000001,11471.53995,17756.21172,15797.23746,14900.210669999999,14142.833230000002,17739.929659999998,14386.215890000001,15865.21368,21944.46966,11106.53675,13806.620030000002,18650.63622,14914.89574,17086.89424,20024.10386,22466.61753,21513.80699,28880.59155,12438.86622,12392.77807,11919.48428,14441.98361,11273.07765,14916.084190000001,16742.92665,9476.489755,14561.730269999998,12298.27385,11425.6015,14577.57346,26172.97021,14112.58674,12533.33872,103143.4379,17397.43682,14531.60342,9211.088188,11501.33173,9325.950941,18908.56764,14079.25455,15028.71762,29905.22345,38204.21491,15805.71056,18770.81949,11057.54363,11555.49381,11436.9514,12741.900309999999,12243.03488,29888.649419999998,31847.97636,25618.85241
M701T2588,700.5535472999999,2587.570102,129584.9889,504847.0744,389751.7335,707472.0089,711727.6592,546500.4569,204154.5696,367691.5135,177704.0575,179535.4975,91038.54535,97764.72523,202159.6014,190276.5902,179575.2521,148431.2467,107774.0593,179224.0744,41917.93739,67910.77566,29579.48637,26095.9848,96915.58564,108342.3996,27026.91083,62509.93494,26552.22381,38598.8312,82929.23345,79721.59955,0.0,119484.4268,84567.23646,62111.367679999996,82043.66817,53985.23225,238806.2095,108804.5937,97388.51609,332964.8988,200965.4735,94094.41567999999,353943.2383,150210.6975,71362.19496000001,117001.8742,235696.4332,310053.7042,219844.6642,295921.3788,436804.06799999997,136106.1713,247319.141,266231.9969,88871.93014,121520.8624,122014.6661,97150.95901,183148.7526,142260.8599,67195.25605,119957.7032,98393.62298,112682.1501,32789.72168,38411.21476,187429.1606,72665.27484,126107.2401,80616.22823,47805.32318,56863.894060000006,460451.7433,437031.2222,234474.1912,141043.6017,431706.2105,174034.5891,308113.0487,153240.5732,167206.2104
M701T800,701.1675187000001,799.6847665,7233.3261,6444.666422,10208.94478,20482.99871,28868.602469999998,12216.8652,12153.19687,27356.2838,52583.844039999996,58158.1246,20157.18815,22835.938280000002,14454.43717,22434.43351,30174.3388,11981.705259999999,18102.40361,11122.83085,20233.48483,28112.318410000003,21556.410669999997,22635.947030000003,38459.9935,26739.14198,16612.36697,24407.70673,30261.91281,17447.79364,17699.886880000002,33416.07638,20038.18488,19995.408190000002,22120.014180000002,17535.65771,19904.19117,26456.74878,26230.702530000002,32351.903130000002,29823.92167,14000.688719999998,19613.58341,11391.253270000001,38390.06225,12901.06918,60068.446429999996,23239.84537,18880.47326,21743.47652,22978.8299,19966.0883,32608.44632,21701.814730000002,14768.26111,20826.26901,20984.160180000003,17422.03133,22188.75115,21779.3598,22864.9436,25802.57845,20101.02971,22675.464809999998,23778.27412,60199.99469,86391.04207000001,39303.301289999996,133998.0527,85041.51048,94038.0315,39035.947510000005,40542.14583,34735.93299,16614.75945,41587.333,11433.85152,19721.91461,25009.49916,19179.79232,11279.34182,18468.20424,10414.64319
M705T2645,704.5051272000001,2644.804153,33292.18295,102236.5172,79024.44477,138080.49300000002,139824.2197,169940.3524,96889.04577000001,119957.7652,41661.74907,72888.79436,30085.59982,34025.427189999995,57885.97464,59539.97641,46329.58364,43893.6203,32421.44214,55833.6065,16571.812869999998,18727.215790000002,17362.33156,18397.29884,24321.37331,25802.95884,26581.636290000002,25992.24527,25213.767659999998,17816.97324,26854.77948,25539.32501,0.0,32494.82878,25504.3176,29155.078260000002,30629.34041,23883.297619999998,40099.17348,24003.057119999998,25471.18105,64013.904689999996,37569.79008,31862.34213,60683.46286,31792.43447,22246.63584,25721.601609999998,30949.29395,45934.593810000006,32148.52412,33575.30571,64618.73866,24077.88327,34209.70822,45040.45248,25609.933559999998,29897.55002,24711.68337,25784.67761,34492.78395,28609.417980000002,19165.85915,24226.73513,20322.53506,49960.668,17930.7138,16213.27195,86863.60131,22718.22016,34907.38923,28303.8996,18518.17729,19155.62377,70434.72635,72156.51966,35024.85915,28573.9284,49555.97225,32894.64591,44793.39234,36290.38967,84478.82305
M706T2185,706.4085711,2184.613151,37799.734560000004,25969.43446,16136.336659999999,17460.67645,38107.5728,39840.001410000004,24630.22247,30956.81418,23798.468930000003,1233746.2959999999,1717275.458,1570136.562,1609922.5890000002,80497.00706,774003.4883,1616939.84,1432056.574,1203550.494,23852.8543,408797.5507,145805.9604,393110.9612,217928.8726,81397.27747999999,186999.6296,120073.5149,192120.6606,104023.7148,102108.1337,196221.1348,0.0,57039.01194,175348.2722,79681.15497,137498.2891,117025.8317,38457.56558,19701.40899,22238.94639,31635.24989,17401.78438,14607.03551,20970.89383,12877.309,17689.600440000002,122334.7488,55216.17686,255440.5852,156095.3018,179051.9273,148504.158,70533.08456,92923.9467,76452.38299,139559.7913,18779.65634,46036.40832,179008.6601,23274.17549,236655.9318,31109.58261,52488.59631,103701.9381,96021.07476,108490.6756,117547.0378,193501.2199,122292.6059,81095.69344,82466.22827,71531.8631,67538.46568,52329.10938,63404.521239999995,27686.739960000003,69817.54252999999,32672.14673,54844.40588,16521.74569,17585.96325,14644.597880000001
M706T2588,705.5086094999999,2587.671418,116178.1377,411960.2223,326424.4441,577904.4834,600156.2268,449875.5705,194218.2196,329495.9885,157279.5797,153484.7523,83069.24345,85560.7924,175664.7057,172797.1038,159701.0809,126783.9991,114699.9048,173946.4286,43265.0119,64867.16774,43696.82945,30069.3185,92144.26737999999,104093.0806,33504.07999,64824.0392,45568.76436,36599.011419999995,80113.59813,74230.58745,0.0,112153.0404,78659.77972,64290.27702,90720.42568,55949.90406,209134.8777,98313.84152,88259.93861,287239.4337,173696.3988,87459.08073,304933.3973,134484.5761,66063.71274,107207.0915,215034.4553,270383.6925,190933.6173,254061.8331,382531.8525,129287.0858,228815.1939,227039.4314,84269.72373,112790.7774,109157.6004,91213.37859,173721.4653,127051.9531,68362.87023,106309.1458,85929.2067,113130.5882,42153.51116,38659.143169999996,176357.193,71969.60292,122425.0251,79466.87552,47564.5383,56108.062770000004,396116.4556,364458.0393,206868.4037,126685.56599999999,368181.5062,157333.5373,267334.4256,133964.52300000002,163379.4452
M707T2186,707.4026672,2185.8716600000002,20091.2501,25464.76168,21462.300369999997,16072.61815,29702.776869999998,20343.16354,11767.351779999999,8525.335502,10279.88019,546163.2317,753946.0425,715814.1088,720280.5887,53770.05799,352224.6702,716429.5089,639131.6347,562390.4594,27533.045089999996,174305.7721,66358.89906,185461.7498,101464.131,59259.375179999995,95037.29795,58915.9187,72522.71456000001,43785.09513,23677.571369999998,85861.07072,0.0,36440.176210000005,77445.49104,40315.99793,61734.18313,50278.37806,26176.01,16957.38594,16816.11774,25660.10595,16089.7399,14697.52819,14663.21301,13628.682369999999,16020.974680000001,54504.3735,34590.4267,119416.6498,77885.50869,84321.81528,56651.00344,31368.632380000003,46618.037860000004,40570.326,69747.12784,18493.019819999998,29196.594910000003,91843.59162,27906.79285,107404.3832,32081.453810000003,28358.35229,43294.109639999995,42128.89814,43046.43723,51237.37113,111514.69699999999,46009.18636,37100.22301,41620.54548,33528.506030000004,31460.13041,31239.855310000003,34011.56545,23756.32662,37056.28959,19875.50673,39721.09499,17492.33093,17269.11032,13813.80224
M708T2042,708.3731384,2042.0734100000002,8244.309037,2998.3704190000003,12086.88732,10634.31423,11285.07185,6430.509161,10492.07045,12019.9277,11644.15609,97530.82282999999,164944.2223,83238.37148999999,216264.2297,14783.33783,69876.75774,262052.8911,129275.3724,132530.9704,10107.09453,43534.78437,22368.92545,31188.45195,32845.690989999996,20625.04878,21577.64505,22722.87577,19541.1718,22005.62067,10773.0145,26740.33892,0.0,12989.74784,22735.48921,16455.02807,13575.870969999998,12636.10428,7134.913132,10860.13204,11274.78356,6693.009497999999,7557.984561,6147.213795000001,12602.23,7899.034345,10252.34152,26839.888590000002,13996.25576,29465.205510000003,29532.47308,31617.11524,20389.846840000002,11349.82724,18613.3047,13358.19293,23969.195490000002,8923.057403,13386.6593,37910.419610000004,10262.86421,37151.67748,9877.107906000001,12736.05675,14241.7193,20087.441000000003,23336.69239,26431.41229,27732.50995,26483.74548,16788.25807,12591.281840000001,13560.64983,13271.42347,18526.03396,9845.048351000001,9606.113311,10679.75255,6139.920328,8833.352805,10594.43884,11182.86404,10581.398000000001
M708T2187,708.4008944,2186.555227,9703.261598000001,11594.90323,10299.43636,8843.859905,12681.51607,8697.047391,4484.8388,2530.297063,6586.205779999999,145745.8162,207967.6708,192912.8464,195542.9787,23834.03595,103911.0085,192928.1877,179109.4117,154100.6311,13088.71316,51644.30126,23293.49959,57488.58308,33791.63089,26555.47223,31771.765480000002,21791.86735,24537.87568,17157.605340000002,11343.195670000001,27448.30265,0.0,16734.52291,25136.577119999998,17630.82042,21825.93266,17973.90174,10385.9366,6969.887795999999,8619.671619,12348.276590000001,8409.857869,7135.833355,8228.398583,7570.004893,7882.757404000001,19596.92942,14273.98631,34429.102530000004,25229.09301,26871.231,18211.29795,12522.798840000001,17915.861869999997,17163.381690000002,24291.52515,9721.465548999999,14123.514669999999,31103.70188,13557.9205,33772.720689999995,14066.81709,11932.6329,16687.01289,15709.0261,14585.905019999998,17236.94553,40752.053439999996,17392.863830000002,14113.001030000001,15816.52914,13630.976990000001,12262.09444,13143.94202,13734.741409999999,10431.4259,14962.734219999998,8952.903035,16111.088109999999,7904.103536,8327.52359,6751.038383
M708T2269,708.4112658,2268.81241,20086.95117,19034.35741,18848.86773,18034.136619999997,18655.28937,11089.335159999999,19955.71211,21379.82899,19289.97672,85502.63072,113999.5892,110783.7125,127284.6101,29178.919280000002,66643.88608,154610.2108,141705.2135,145517.9298,26342.1525,36890.16675,28133.80913,48826.30789,36109.24582,31457.339910000002,31578.846139999998,30745.742560000002,26660.09794,23157.20644,31310.37592,28312.467760000003,0.0,23846.76642,23104.81334,20890.63506,24104.105669999997,21286.3977,18614.441130000003,17188.68279,14872.25098,17381.47794,11675.84966,15035.532630000002,16905.57673,21663.374669999997,19419.95021,25580.01988,25448.56127,32780.17743,27828.59277,24340.988269999998,25672.03351,19781.647569999997,22218.19299,20918.92784,29806.589630000002,24699.34135,24972.73189,31842.47333,26849.56806,30675.33836,30388.62067,20418.44877,25101.6076,22353.11803,22086.63079,22942.49515,44669.262039999994,21581.54226,22135.57377,15682.82635,15680.58969,17209.14365,20435.75174,22634.242290000002,23690.70719,27274.43288,16774.226769999997,32603.528,23162.830009999998,21914.38521,25004.06525
M708T2621,708.4604247999999,2621.229937,645852.6975,1021467.422,819976.1097,1027179.7729999999,907130.828,1196765.9409999999,352300.211,278474.5942,190348.9786,188939.0068,88024.73484,83076.43136,160143.5952,354061.6568,241507.378,120486.4868,175064.99300000002,168354.4837,208873.5408,54151.624229999994,82003.51058,129574.4995,72382.3403,127902.14199999999,60488.64804,70771.7779,42094.96112,102874.7924,263516.0724,78092.17348,0.0,96572.58351,51850.86602,54383.021510000006,56517.655979999996,67083.7779,303785.3271,322003.8856,231433.3473,430871.0995,345857.3976,226387.7914,267156.447,252398.1341,63479.69044,128488.2307,195980.1874,164448.9477,162642.1903,109887.5567,189183.4591,147145.5099,76717.15441,125526.9629,139965.4536,205642.8342,134900.0499,121946.38900000001,217897.2491,71296.79785,283414.0835,153371.5054,87333.19503999999,170022.8267,45155.4768,31688.42753,198998.1963,67003.09212,114692.4339,95954.07609,62089.394420000004,55257.177379999994,544215.6685,445270.6371,601560.3423,227197.7916,348617.7583,315849.9849,426465.8469,230648.9628,364739.5041
M709T1953,709.4654037,1952.671541,108802.5262,146449.6769,74714.14747000001,96344.39918,110376.8961,93993.58272,76424.93338,82413.38974,61397.288120000005,13331.89861,7995.820761,10859.96292,11646.44472,17885.053340000002,11251.83383,8727.479349,14205.91901,13799.98985,14380.398869999999,10281.68338,10700.575159999999,10959.1889,11323.555859999999,12472.51181,8894.159706999999,7710.505161,7329.892182,9675.213349,11561.71132,10980.27022,0.0,10103.963909999999,10496.67795,7939.379987,10068.54944,9519.957778,9043.90588,4244.717402,6331.995972,14260.262780000001,5335.583251,15700.06939,7961.2277189999995,6342.0091600000005,3772.6858039999997,9529.123351999999,15622.98447,12321.88537,9582.593053,9079.475381999999,9761.276879000001,8683.462462000001,10078.041140000001,11175.26195,10533.69317,11619.06605,17100.74663,12424.75348,11151.4965,10105.52492,12967.752690000001,9485.53796,9279.849475,3216.224625,2962.955888,3681.799902,47626.77893,6859.531787999999,7111.822828,24438.76059,25791.2221,5993.44974,9671.881393000001,11912.90564,8150.367958,8567.844449,14348.4233,10122.06696,8088.209634000001,7969.424115999999,8515.582438
M711T632,711.3573397999999,632.0235484,267308.3329,125162.7755,265018.07399999996,234086.3683,168782.9168,210844.9954,263881.8774,110147.061,361602.6194,12858.52465,71035.35936,10797.8631,13260.47629,88755.54709,8603.480853000001,14893.00096,98938.04106,12407.85616,10268.68232,11716.93576,11657.65992,8122.897012,8237.358886,12274.18482,51901.81431,47299.5064,88794.84173,12911.68763,7708.4686599999995,50116.10073,6237.008461,17872.679509999998,62885.60282000001,90596.6323,82579.14119,182516.418,16902.60217,8043.196226999999,278030.3213,9379.954451000001,6576.463819,169493.245,87452.0397,19483.78707,274417.5603,11416.89815,1388.23432,16684.58653,10378.41471,10291.96991,15013.13663,173181.9229,33267.781910000005,31374.801519999997,6015.464805,1952.448439,11986.63416,6482.186259,1558.49156,9913.465115,11060.82512,74250.43871,29442.96277,12007.57841,17718.04073,13950.12161,3188.3490070000003,12083.84396,13212.4358,26270.08272,44994.85467,72362.75001,17770.71384,22085.8149,22897.356819999997,7508.20264,14058.91833,10034.02287,10743.28761,15625.01294,16950.22895
M712T628,712.3603756,628.1646367999999,114053.7002,21964.82094,114445.8638,100398.799,75287.40524,88739.87316,122166.5397,49776.77466,156138.622,11837.08387,31874.81685,12188.94244,12899.831470000001,35202.383,7021.619276,15341.232530000001,43397.5021,10100.944809999999,4331.831642,8403.160481,6795.1790599999995,5963.345718,4069.966791,4874.727729,21262.12072,18975.811869999998,36663.38463,4597.893758,3424.175218,24551.173609999998,2789.0696390000003,5937.457337,29306.82833,19955.49209,30465.476469999998,44373.24307,6330.132431,4452.80965,120748.9755,3619.2338229999996,1383.286852,55526.30696,16523.11528,5920.477097,123922.4899,6654.998237,1013.063954,10812.86161,6429.898206,10237.22638,11521.81499,37826.767139999996,13471.356969999999,11847.16322,3735.260921,250.94083179999998,4973.124774,3929.7308729999995,1081.720966,7998.6039980000005,7044.024531,31847.91004,12500.58347,4616.754809,9436.706775,9651.545637000001,1175.277669,5736.0553119999995,9047.352964,11930.00415,19099.65635,30398.790060000003,11107.25105,11836.49106,10816.92066,3239.3054460000003,7417.445226000001,4792.0872469999995,5668.790489,11577.27818,8180.194154000001
M715T2305,715.3914701,2304.543877,316063.9108,381114.0778,174973.4246,175627.8729,368706.716,293307.4835,125040.7543,128573.9614,100543.4969,140279.6113,283821.7729,461333.2658,146162.7797,633232.8052,473984.0212,295717.7994,447634.9769,467965.1403,265248.2126,277390.7641,151271.0975,308456.7069,247232.4213,396556.8343,221884.1896,194993.3789,177589.1462,369237.6949,558456.2245,283775.8778,0.0,174842.4835,186521.9736,409183.9108,135150.7411,237039.2566,414079.7643,930289.9401,118459.0973,603328.7721,561337.1091,233657.6748,270174.3647,244301.9759,146075.6949,444536.7561,382718.0655,383676.0012,330784.5479,330251.7742,232753.1689,388240.4307,364502.3554,232066.6016,349738.2308,786700.9547,534689.8918,365093.2499,500924.6328,399743.4802,468868.2614,394524.19700000004,273922.4995,572432.5674,1047348.429,821020.7864,799624.9305,820619.0484,872534.9681,444814.6554,451588.3373,600512.3603,1285555.055,573572.7153,699825.1267,820275.4821,678984.844,554799.4064,763342.6689,696309.3051,267429.4201
M716T2304,716.3952102000001,2304.223957,106284.4292,157622.9525,71738.44887000001,56681.65432,150710.3953,105583.9455,24610.748330000002,9328.600956999999,6818.970793,58851.65095,111470.4871,180602.3119,63514.83395,255131.2209,190331.6405,52994.38893,195304.4324,188306.3646,109144.2332,112093.4416,63395.28491,125001.564,105406.9495,163941.8334,96013.89459,80487.49127,74302.48791,145103.8542,119885.5514,113290.9796,0.0,68530.36469,79935.43673,163892.7401,57301.43686,98332.47319,161365.5626,347506.8416,26915.0255,243164.4675,222626.71899999998,80009.49351,104075.4375,76143.09982999999,36541.67516,180619.2519,150384.4657,152219.6735,137778.9547,132201.0554,96456.96726,152889.4493,141589.0121,94153.95782000001,140919.0044,306572.0913,205926.5092,153733.4375,202292.7431,154174.7713,191233.5456,155780.995,110427.8717,229792.8093,385917.5,315816.4073,310832.36600000004,314185.3665,329017.0258,180541.9346,173806.319,242879.8021,488239.4494,209461.6705,270718.0908,310937.2945,260027.1871,225833.1335,281573.6593,258315.1438,89619.95844
